institution,credit_code,category,pillar,credit_name,indicator,section,field,value,units,value_numeric,value_type,links
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Does the institution have an emergency assistance fund that provides grants or interest-free loans to students who are experiencing financial difficulties?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s emergency assistance fund for students,The Student Assistance Fund provides financial assistance for full-time higher education students who are experiencing financial difficulties while attending college. More information can be found here: https://www.ucc.ie/en/sfsa/saf/,,,text_long,https://www.ucc.ie/en/sfsa/saf/
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,"Does the institution have a food bank/pantry, meal donation program, or similar initiative that provides food at no cost to students experiencing food insecurity?",Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s student food security initiatives,"The UCC Student Pantry, led by UCC Green Campus and the Students’ Union in partnership with FoodCloud, redistributes surplus food like vegetables and pantry staples to students each week. Stocked with essentials such as carrots, potatoes, cornflakes, and many more food items, the pantry helps tackle food insecurity among students while preventing good food from going to waste. This initiative is made possible through UCC’s partnership with FoodCloud, an organisation addressing climate change and food insecurity by connecting businesses with surplus food to communities that can use it. By leveraging technology to match supply and demand, FoodCloud simplifies collaboration and enables partners like UCC to create lasting, positive impact. https://www.ucc.ie/en/sustainability-climate-action/news/ucc-student-pantry-fights-food-waste.html",,,text_long,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Points earned for indicator PA 11.1,1.00,,1.0,number,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Does the institution make physical health services available to employees?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s physical health services for employees,"UCC staff can avail of free health screening as well as a free digital GP service through the University's Embark portal. More information can be found here: https://www.ucc.ie/en/hr/benefits/icp/ Day to day health and wellbeing services are also provided through the university's Spectrum Life portal. The portal is acts as a personalised wellbeing app, with access to hours of wellbeing content. Topics covered are based on the three core areas of mental wellbeing, nutrition and exercise. Staff can track steps and kilometres exercise, find recipes, log and track calories, find fitness plans & classes to suit your needs, and complete courses in stress management, sleeping better, dealing with anxiety and more.",,,text_long,https://www.ucc.ie/en/hr/benefits/icp/
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Does the institution make behavioral health services available to employees?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s behavioral health services for employees,"UCC's Employee Assistance Service (EAS) is provided by SPECTRUM.LIFE, our Employee Assistance Provider (EAP). This is a confidential counselling service, providing support to employees, in addition to their spouse, civil partner or dependant, where the family member can be described as a person over the age of 16 and residing in the family home. The EAS can help with a wide variety of problems and can support anyone suffering with issues including but not limited to: Depression, anxiety, stress, Grief and bereavement Addictions Work stress and work-life balance Relationships and marital problems Workplace conflict and communication Life transitions such as career progressions or retirement Parenting problems It is available 24/7, 365 days a year covering numerous topics such as; counselling, infertility & pregnancy loss, elder care support, parent coaching, international employee support and more.",,,text_long,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Does the institution make free or reduced cost fitness activities available to employees?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s fitness activities for employees,Staff can avail of special discounted membership at the University's Mardyke Arena: https://www.mardykearena.com/ucc-staff/,,,text,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Does the institution make contemplative and/or spiritual activities available to employees?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s contemplative and spiritual activities for employees,"As a UCC Department for Wellbeing and Health, the Chaplaincy is an inclusive service that offers a space for community, conversation, support, guidance, and enrichment for all students and staff at UCC. The chaplaincy supports all UCC students and staff, regardless of gender, age, ethnicity, disability, family status, sexual orientation, marital status, religious/non-religious background, or spirituality. More information is available here: https://www.ucc.ie/en/chaplaincy/what/",,,text_long,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Does the institution have an institution-wide health and safety committee or network of committees that brings together workers and management in the development and review of workplace health and safety policies and procedures?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.2 Employee wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s workplace health and safety committees,"The University has a Safety Representative Forum. The aim of the Forum is to enhance the Safety, Health and Welfare of employees at work and help safeguard students and others affected by the work of UCC and secure legal compliance through consultation. Staff safety reps : Represent staff on Safety, Health and Welfare matters (e.g. on a Safety Action Team/Committee or other group) Carry out safety tours of workplaces on request Review Accident/Dangerous Occurrence reports and contribute if appropriate Contribute to initiatives that improve Safety Culture, raise Safety, Health & Welfare awareness etc., all very much focused on the employees point of view. More information is available here: https://www.ucc.ie/en/ocla/erm/healthandsafety/managinghealthsafety/staffsafetyreps/",,,text_long,https://www.ucc.ie/en/ocla/erm/healthandsafety/managinghealthsafety/staffsafetyreps/
